topic,title,pdf_url
环保工程,环保公用行业周报：多地完成降价任务 电价担忧已然证伪,http://pdf.dfcfw.com/pdf/H3_AP201906031333410849_1.pdf
化工行业,石油化工行业周报：看好天然气的性价比提升及需求快速增长,http://pdf.dfcfw.com/pdf/H3_AP201906031333410846_1.pdf
文化传媒,互联网传媒行业周观点：暑期来临‚关注游戏新品集中上线及进口片表现,http://pdf.dfcfw.com/pdf/H3_AP201906031333410854_1.pdf
汽车行业,2019年汽车行业4月月报：市场处预期与销量双底‚建议聚焦终端零售改善,http://pdf.dfcfw.com/pdf/H3_AP201906031333400803_1.pdf
商业百货,商业贸易行业周报：并购扩张是零售龙头集中的必经之路吗？,http://pdf.dfcfw.com/pdf/H3_AP201906031333410853_1.pdf
钢铁行业,钢铁行业周报：原料上涨影响显现‚吨钢毛利显著下降,http://pdf.dfcfw.com/pdf/H3_AP201906031333410866_1.pdf
有色金属,有色金属行业研究周报：多因素共振稀土磁材持续受益‚关注中国优势资源品种估值溢价,http://pdf.dfcfw.com/pdf/H3_AP201906031333410871_1.pdf
工程建设,建筑周报：推进国家级经开区创新改革‚优质城投平台融资有望受益,http://pdf.dfcfw.com/pdf/H3_AP201906031333410848_1.pdf
房地产,地产行业快评：市场回归平稳‚规模竞争加剧,http://pdf.dfcfw.com/pdf/H3_AP201906031333410867_1.pdf
汽车行业,汽车上游资源（钴锂锰镍铟）行业研究：贸易保护主义抬头‚黄金配置价值提升,http://pdf.dfcfw.com/pdf/H3_AP201906031333410873_1.pdf
机械行业,机械军工行业周报：光伏设备：关注政策落地及本周上海光伏展 油服：国家能源安全重视度提升,http://pdf.dfcfw.com/pdf/H3_AP201906031333410876_1.pdf
电子信息,计算机行业周报：《数据安全管理办法》公开征求意见‚中美科技争端发酵,http://pdf.dfcfw.com/pdf/H3_AP201906031333410869_1.pdf
房地产,地产行业周报：单周成交、去化有所反弹‚稳定仍将是主基调,http://pdf.dfcfw.com/pdf/H3_AP201906031333410870_1.pdf
多元金融,非银金融行业研究周报：预计6月底将产生首批科创板的注册企业‚优选龙头券商；减税政策提升保险股长期配置价值,http://pdf.dfcfw.com/pdf/H3_AP201906031333410872_1.pdf
农牧饲渔,农林牧渔2019年第22周周报：坚定猪周期信心‚关注粮食安全主题！,http://pdf.dfcfw.com/pdf/H3_AP201906031333410875_1.pdf
输配电气,电力设备与新能源行业6月第1周周报：新能源发电政策落地‚国内需求景气向上,http://pdf.dfcfw.com/pdf/H3_AP201906031333410880_1.pdf
文化传媒,光大传媒互联网周报：关注短视频的快速崛起与大屏价值重估,http://pdf.dfcfw.com/pdf/H3_AP201906031333410882_1.pdf
房地产,房地产土地周报：成交回暖供应下降‚融资环境或将收紧,http://pdf.dfcfw.com/pdf/H3_AP201906031333410874_1.pdf
券商信托,非银金融行业周报：科创板承销规则落地‚保险扣税政策利好利润释放,http://pdf.dfcfw.com/pdf/H3_AP201906031333410884_1.pdf
纺织服装,纺织服装行业周报：4月规模以上纺织企业利润同比增长3.7%‚纺织业持续平稳增长,http://pdf.dfcfw.com/pdf/H3_AP201906031333410877_1.pdf
银行,银行业周报（2019年05月第5期）：刚兑打破对银行体系的直接影响跟踪,http://pdf.dfcfw.com/pdf/H3_AP201906031333410881_1.pdf
银行,银行行业月报：关注风险事件化解进程‚防御配置大行优先,0
食品饮料,食品饮料行业周报：特仑苏下调终端价‚但龙头竞争加剧概率不大,http://pdf.dfcfw.com/pdf/H3_AP201906031333410878_1.pdf
商业百货,商业贸易行业深度报告：从7-Eleven平台化思维看国内商业发展新思路,http://pdf.dfcfw.com/pdf/H3_AP201906031333410883_1.pdf
银行,银行行业周报：央行成立存款保险基金‚关注城农商行信用风险个体分化,http://pdf.dfcfw.com/pdf/H3_AP201906031333410886_1.pdf
文化传媒,传媒行业动态：中信出版即将IPO上会‚关注6月重点新游戏上线及进口电影上映表现,http://pdf.dfcfw.com/pdf/H3_AP201906031333410887_1.pdf
装修装饰,建筑装饰行业动态：PMI回落生产减速‚基建持续复苏‚城投融资有望改善,http://pdf.dfcfw.com/pdf/H3_AP201906031333410893_1.pdf
旅游酒店,餐饮旅游行业周报：北京市内店开业+澳门市内店签约‚国旅免税版图拓张进入新阶段,http://pdf.dfcfw.com/pdf/H3_AP201906031333410890_1.pdf
化工行业,化工周报5月第5周,http://pdf.dfcfw.com/pdf/H3_AP201906031333410891_1.pdf
房地产,房地产周刊：行业销售环比上涨‚热度延续性有待观察,http://pdf.dfcfw.com/pdf/H3_AP201906031333410888_1.pdf
房地产,房地产行业周报,http://pdf.dfcfw.com/pdf/H3_AP201906031333410894_1.pdf
银行,"银行：从""包商银行""看金融监管：箱体中找""平衡点""",http://pdf.dfcfw.com/pdf/H3_AP201906031333410889_1.pdf
商业百货,商业贸易行业周报：618首日战报出炉‚关注促销季电商销售数据,http://pdf.dfcfw.com/pdf/H3_AP201906031333410892_1.pdf
有色金属,锂钴周报：新能源退坡过渡临近期末‚下游观望情绪加重,http://pdf.dfcfw.com/pdf/H3_AP201906031333411460_1.pdf
通讯行业,通信行业周报：厂商、政府同发力‚5G建设加速信号明显,http://pdf.dfcfw.com/pdf/H3_AP201906031333411461_1.pdf
有色金属,有色周报：宏观扰动‚避险情绪下增配黄金‚暂避基本金属,http://pdf.dfcfw.com/pdf/H3_AP201906031333411463_1.pdf
商业百货,商业贸易行业研究周报：电商巨头纷纷抢占生鲜市场‚生鲜超市竞争白热化,http://pdf.dfcfw.com/pdf/H3_AP201906031333411498_1.pdf
电子元件,电子行业研究：半导体自主可控全景研究,http://pdf.dfcfw.com/pdf/H3_AP201906031333411496_1.pdf
输配电气,电气设备行业研究周报：2019年风电光伏项目建设方案发布‚国产Model3开启预订,http://pdf.dfcfw.com/pdf/H3_AP201906031333411505_1.pdf
电子信息,计算机行业周报：审议会议名单公布‚科创板已进入冲刺阶段,http://pdf.dfcfw.com/pdf/H3_AP201906031333411462_1.pdf
房地产,2019年第22周地产周报：土地成交依旧活跃‚苏州政策进一步深化,http://pdf.dfcfw.com/pdf/H3_AP201906031333410896_1.pdf
化工行业,化工行业周报：市场避险情绪攀升‚选择具有护城河的优势龙头,http://pdf.dfcfw.com/pdf/H3_AP201906031333411508_1.pdf
汽车行业,汽车行业周报：广东率先松动汽车限购‚释放当地购车需求,http://pdf.dfcfw.com/pdf/H3_AP201906031333411507_1.pdf
银行,银行业周报168期：个体风险‚政策提速,http://pdf.dfcfw.com/pdf/H3_AP201906031333411517_1.pdf
通讯行业,通信行业周报,http://pdf.dfcfw.com/pdf/H3_AP201906031333411519_1.pdf
机械行业,机械设备行业周报,http://pdf.dfcfw.com/pdf/H3_AP201906031333411516_1.pdf
汽车行业,汽车行业6月展望：汽车产销仍不及同期‚日德系销售份额增长较快,http://pdf.dfcfw.com/pdf/H3_AP201906031333411515_1.pdf
机械行业,机械设备行业动态报告：光伏政策落地国内装机启动‚推荐优质设备企业,http://pdf.dfcfw.com/pdf/H3_AP201906031333411520_1.pdf
房地产,房地产行业动态：单月销售增速放缓‚销售或迎下行趋势,http://pdf.dfcfw.com/pdf/H3_AP201906031333411518_1.pdf
钢铁行业,钢铁行业动态：需求趋势不好‚高成本难支撑价格,http://pdf.dfcfw.com/pdf/H3_AP201906031333411514_1.pdf
汽车行业,汽车行业周报第20期：特斯拉国产售价发布‚推荐周期向上长城汽车与双击零部件,http://pdf.dfcfw.com/pdf/H3_AP201906031333411522_1.pdf
电子信息,互联网+大健康行业周报：四川卫健委发文规范网络诊疗‚并将互联网医疗纳入医保,http://pdf.dfcfw.com/pdf/H3_AP201906031333411524_1.pdf
汽车行业,相关零部件供应商将受提振：汽车行业： 国产特斯拉Model3价格及交付时间确定,http://pdf.dfcfw.com/pdf/H3_AP201906031333441869_1.pdf
交运物流,"物流行业深度研究报告：快递行业猜想：破局者""阿里""？能否求得最优解？",http://pdf.dfcfw.com/pdf/H3_AP201906031333413211_1.pdf
通讯行业,通信行业2019年下半年投资策略：中华可为‚自主可控,http://pdf.dfcfw.com/pdf/H3_AP201906031333413215_1.pdf
文化传媒,文化传媒行业动态点评：5月国产片萎靡‚观影人次再下滑,http://pdf.dfcfw.com/pdf/H3_AP201906031333441877_1.pdf
食品饮料,食品饮料行业周报,http://pdf.dfcfw.com/pdf/H3_AP201906031333418580_1.pdf
农牧饲渔,农林牧渔周报：猪肉大面积上涨 水果价格维持高位,http://pdf.dfcfw.com/pdf/H3_AP201906031333444403_1.pdf
通讯行业,通信行业：5G月度跟踪：华为事件不改5G光明前景‚立足业绩布局确定性标的,http://pdf.dfcfw.com/pdf/H3_AP201906031333418583_1.pdf
汽车行业,新能源汽车产业链价格周报第12期：钴价带动正极价格下降,http://pdf.dfcfw.com/pdf/H3_AP201906031333426371_1.pdf
航天航空,航天装备Ⅱ行业深度研究：卫星遥感与地理信息服务（一）：产业方兴未艾‚潜在需求广阔,http://pdf.dfcfw.com/pdf/H3_AP201906031333420260_1.pdf
通讯行业,2019年通信行业中期投资策略,http://pdf.dfcfw.com/pdf/H3_AP201906031333427995_1.pdf
食品饮料,食品饮料行业周报：茅台股东会强化市场信心 继续持有核心标的,http://pdf.dfcfw.com/pdf/H3_AP201906031333441351_1.pdf
旅游酒店,社会服务行业周报：中免北京市内免税店正式开业‚市内免税布局进程加快,http://pdf.dfcfw.com/pdf/H3_AP201906031333441356_1.pdf
石油行业,石油化工行业周报：市场悲观情绪令油价下行压力较大,http://pdf.dfcfw.com/pdf/H3_AP201906031333441357_1.pdf
旅游酒店,社服行业周报：中免海外拓展加速‚国际形势影响出境游,http://pdf.dfcfw.com/pdf/H3_AP201906031333444637_1.pdf
汽车行业,汽车行业周报：广州、深圳放宽汽车限购政策,http://pdf.dfcfw.com/pdf/H3_AP201906031333441364_1.pdf
家电行业,家电行业每周观点：从小天鹅成功案例看空调格局变动,http://pdf.dfcfw.com/pdf/H3_AP201906031333441361_1.pdf
化工行业,化工周报：VE、萤石价格上涨‚周期品整体处于淡季‚关注白马及成长龙头,http://pdf.dfcfw.com/pdf/H3_AP201906031333441352_1.pdf
环保工程,公用事业与环保行业周报：火电仍处回升周期‚国家管网公司成立渐行渐近,http://pdf.dfcfw.com/pdf/H3_AP201906031333441363_1.pdf
食品饮料,食品饮料行业周报：一线白酒趋势向上‚大众品景气度依旧,http://pdf.dfcfw.com/pdf/H3_AP201906031333441358_1.pdf
煤炭采选,煤炭行业周报：能源革命政策出台‚重点关注山西国改,http://pdf.dfcfw.com/pdf/H3_AP201906031333441362_1.pdf
房地产,房地产行业周报：45城销售环比微增‚二三线城市地价回落,http://pdf.dfcfw.com/pdf/H3_AP201906031333442937_1.pdf
通讯行业,通信行业周报：1-4月通信业收入增长同比放缓‚运营商需关注流量变现新方式,http://pdf.dfcfw.com/pdf/H3_AP201906031333442936_1.pdf
券商信托,非银金融行业周报：行业控制金融风险‚看好优质龙头券商,http://pdf.dfcfw.com/pdf/H3_AP201906031333445052_1.pdf
食品饮料,食品饮料行业周报：茅台集团设立营销公司不会伤害股东利益,http://pdf.dfcfw.com/pdf/H3_AP201906031333441355_1.pdf
文化传媒,影视传媒行业周报：暑期档拉开序幕‚全球最大体育娱乐公司将上市,http://pdf.dfcfw.com/pdf/H3_AP201906031333448584_1.pdf
电子元件,电子行业周报：贸易战风险逐步释放‚优质龙头个股进入战略配置阶段,http://pdf.dfcfw.com/pdf/H3_AP201906031333451153_1.pdf
通讯行业,通信行业周报：华为5G网络设备全球商用稳步推进‚科技自立凸显重要性,http://pdf.dfcfw.com/pdf/H3_AP201906031333453003_1.pdf
电子信息,计算机行业定期策略：云计算保持较高增长‚安全可控迎来战略发展期,http://pdf.dfcfw.com/pdf/H3_AP201906031333451154_1.pdf
旅游酒店,社会服务行业周报（第22周）：中免北京市内店开业‚免税航母乘风破浪,http://pdf.dfcfw.com/pdf/H3_AP201906031333453270_1.pdf
电子信息,计算机行业周报：政策加码向科技倾斜‚自主可控进程有望加速,http://pdf.dfcfw.com/pdf/H3_AP201906031333453273_1.pdf
多元金融,2019年券商行业一季报简述及中期投资策略报告：Q1贝塔效应已落地‚中期应抱紧龙头以不变应万变,http://pdf.dfcfw.com/pdf/H3_AP201906031333453269_1.pdf
钢铁行业,钢铁行业周报：需求回落‚库存首次高于去年同期,http://pdf.dfcfw.com/pdf/H3_AP201906031333453274_1.pdf
商业百货,零售行业周报：维持推荐核心组合,http://pdf.dfcfw.com/pdf/H3_AP201906031333453277_1.pdf
医药制造,"医药生物漫谈第八十一期：行业好坏是关键‚拥抱""小确幸""",http://pdf.dfcfw.com/pdf/H3_AP201906031333453278_1.pdf
文化传媒,传媒行业周报（第21周）：游戏行业重点项目陆续上线‚建议关注游戏行业优质标的,http://pdf.dfcfw.com/pdf/H3_AP201906031333453271_1.pdf
输配电气,电气设备行业简评：政策落地符合预期‚看好需求随后启动,http://pdf.dfcfw.com/pdf/H3_AP201906031333453287_1.pdf
文化传媒,传媒行业6月票房预测专题报告：6月票房预增超30%‚5月国产内容供给出现空档,http://pdf.dfcfw.com/pdf/H3_AP201906031333453280_1.pdf
汽车行业,汽车行业周报：政策逐步兑现‚出口打开空间‚行业迎多重利好,http://pdf.dfcfw.com/pdf/H3_AP201906031333453279_1.pdf
电力行业,电力行业各地一般工商业降电价情况点评：多地完成终端降电价任务 发电上网电价无需担忧,http://pdf.dfcfw.com/pdf/H3_AP201906031333453275_1.pdf
文化传媒,互联网传媒行业动态点评：《2019中国网络视听发展研究报告》揭晓行业现状趋势,http://pdf.dfcfw.com/pdf/H3_AP201906031333453285_1.pdf
钢铁行业,钢铁行业点评：宝武集团无偿受让马钢集团控股权点评-集团层面并购‚协同效应仍需观察,http://pdf.dfcfw.com/pdf/H3_AP201906031333453281_1.pdf
通讯行业,通信周报：长线护短线‚坚守长趋势之核心资产！再论5G与通信投资的战略与战术,http://pdf.dfcfw.com/pdf/H3_AP201906031333453283_1.pdf
水泥建材,建材周报2019年第18期：南部淡旺季切换‚北部正当时,http://pdf.dfcfw.com/pdf/H3_AP201906031333453282_1.pdf
汽车行业,广深交通运输局发布增加汽车配置额度通告点评：广深放宽汽车限购‚行业有望开启新一轮复苏期,http://pdf.dfcfw.com/pdf/H3_AP201906031333453292_1.pdf
交运物流,交运一周天地汇：航司有望迎来业绩底部‚电商快递延续高增长态势,http://pdf.dfcfw.com/pdf/H3_AP201906031333453286_1.pdf
文教休闲,休闲服务：OTA一季报综述：新兴市场高增长‚欧美地区成长放缓,http://pdf.dfcfw.com/pdf/H3_AP201906031333453297_1.pdf
煤炭采选,卓越推：煤炭行业：兖州煤业、陕西煤业,http://pdf.dfcfw.com/pdf/H3_AP201906031333453293_1.pdf
文化传媒,卓越推：传媒行业,http://pdf.dfcfw.com/pdf/H3_AP201906031333453294_1.pdf
食品饮料,2019中国白酒峰会见闻：结构性繁荣时代‚韧性强、持续久,http://pdf.dfcfw.com/pdf/H3_AP201906031333453295_1.pdf
化工行业,石油化工行业深度研究：市场严重低估了大炼化板块的价值：含极限生存测算！,http://pdf.dfcfw.com/pdf/H3_AP201906031333453291_1.pdf
纺织服装,纺织服装行业周报：5月终端零售有所回暖‚618电商力度加大将拉动Q2线上销售,http://pdf.dfcfw.com/pdf/H3_AP201906031333453290_1.pdf
汽车行业,汽车行业动态点评：广深两地到2020年底限号指标增长50%,http://pdf.dfcfw.com/pdf/H3_AP201906031333454904_1.pdf
医药制造,医药生物行业周报：高值医用耗材政策避险情绪提升,http://pdf.dfcfw.com/pdf/H3_AP201906031333454907_1.pdf
医药制造,创新药盘点系列报告（10）：PD-1的天王山之战：泛肿瘤市场最大药,http://pdf.dfcfw.com/pdf/H3_AP201906031333457188_1.pdf
房地产,房地产行业：2019中国产业新城运营商评价研究报告,http://pdf.dfcfw.com/pdf/H3_AP201906031333456750_1.pdf
煤炭采选,煤炭行业周报：供给收紧难抵需求极端低迷‚煤价持续弱势下行,http://pdf.dfcfw.com/pdf/H3_AP201906031333457182_1.pdf
钢铁行业,钢铁行业周报：库存拐点临近‚钢价承压,http://pdf.dfcfw.com/pdf/H3_AP201906031333457184_1.pdf
文化传媒,人工智能基础教育行业研究报告：培养专业AI人才‚人工智能基础教育任重道远,http://pdf.dfcfw.com/pdf/H3_AP201906031333457080_1.pdf
券商信托,金融行业周报：短期市场仍存在较大不确定性‚建议逢低布局,http://pdf.dfcfw.com/pdf/H3_AP201906031333457183_1.pdf
航天航空,军工行业周报：中美贸易摩擦促进军工电子自主可控进程,http://pdf.dfcfw.com/pdf/H3_AP201906031333456742_1.pdf
医药制造,生物医药行业动态：恒瑞医药PD-1单抗药物正式获批上市,http://pdf.dfcfw.com/pdf/H3_AP201906031333457213_1.pdf
交运设备,交通运输行业2019年5月行业动态报告：贸易摩擦演变进行时‚关注机场公路铁路板块投资机会,http://pdf.dfcfw.com/pdf/H3_AP201906031333457181_1.pdf
商业百货,零售行业月度策略：中美贸易不确定性犹在‚推荐超配必选消费,http://pdf.dfcfw.com/pdf/H3_AP201906031333457180_1.pdf
钢铁行业,钢铁行业周报：需求季节性走弱‚库存拐点或于近期来临,http://pdf.dfcfw.com/pdf/H3_AP201906031333456762_1.pdf
券商信托,社会服务行业：2019中国物业服务百强企业研究报告,http://pdf.dfcfw.com/pdf/H3_AP201906031333457191_1.pdf
煤炭采选,煤炭行业周报：需求疲软‚动力煤价格持续回落,http://pdf.dfcfw.com/pdf/H3_AP201906031333460014_1.pdf
农牧饲渔,农林牧渔行业周报：第20周周报： 猪价稳步上升‚个股方面继续推荐海大集团！,http://pdf.dfcfw.com/pdf/H3_AP201906031333461620_1.pdf
电子信息,计算机行业周报：真成长更乐观！,http://pdf.dfcfw.com/pdf/H3_AP201906031333466768_1.pdf
造纸印刷,造纸轻工周报：把握内需导向核心资产‚关注竞争格局变化,http://pdf.dfcfw.com/pdf/H3_AP201906031333466769_1.pdf
汽车行业,【联讯汽车行业周报】车辆限购放松预期逐步兑现,http://pdf.dfcfw.com/pdf/H3_AP201906031333463738_1.pdf
钢铁行业,卓越推：钢铁行业,http://pdf.dfcfw.com/pdf/H3_AP201906031333466774_1.pdf
航天航空,军工行业周报：国防部长针对台湾问题强硬发声‚坚定看好军工全年投资机会,http://pdf.dfcfw.com/pdf/H3_AP201906031333466771_1.pdf
电子信息,计算机行业周报：自主可控形成长期利好 大数据应用加快推广,http://pdf.dfcfw.com/pdf/H3_AP201906031333466773_1.pdf
通讯行业,通信行业周报2019年第22周：产业峰会指未来5G有望拉动中国数字经济增长15.2万亿,http://pdf.dfcfw.com/pdf/H3_AP201906031333466772_1.pdf
纺织服装,纺织服装行业周报：聚划算成为天猫618主引擎‚关注电商下沉机会,http://pdf.dfcfw.com/pdf/H3_AP201906031333466770_1.pdf
农牧饲渔,卓越推：农林牧渔行业：好当家、中粮糖业,http://pdf.dfcfw.com/pdf/H3_AP201906031333466776_1.pdf
航天航空,卓越推：军工行业：高德红外、四创电子,http://pdf.dfcfw.com/pdf/H3_AP201906031333466779_1.pdf
公用事业,公用事业行业周报,http://pdf.dfcfw.com/pdf/H3_AP201906031333466780_1.pdf
钢铁行业,钢铁行业周报：贸易冲突深化不改三季度盈利企稳向上预期,http://pdf.dfcfw.com/pdf/H3_AP201906031333468388_1.pdf
食品饮料,"食品饮料行业:""酱""心之选‚海天、中炬、千禾对比报告",http://pdf.dfcfw.com/pdf/H3_AP201906031333469164_1.pdf
纺织服装,纺织服装行业深度报告：贸易战对中美纺织服装行业的影响分析,http://pdf.dfcfw.com/pdf/H3_AP201906031333469165_1.pdf
电子元件,电子行业周报：陶氏断供华为 电子材料标的引关注,http://pdf.dfcfw.com/pdf/H3_AP201906031333472426_1.pdf
券商信托,非银金融行业周报：险企财税利好落地‚盈利压力缓解,http://pdf.dfcfw.com/pdf/H3_AP201906031333472427_1.pdf
电子元件,海外科技半导体行业周报：华为事件影响持续‚半导体指数小幅回升‚国产替代仍是长期发展主轴,http://pdf.dfcfw.com/pdf/H3_AP201906031333472429_1.pdf
钢铁行业,钢铁行业周报：宝武重组马钢产量达8700万吨,http://pdf.dfcfw.com/pdf/H3_AP201906031333472430_1.pdf
汽车行业,汽车行业周报：行业盈利能力整体承压‚广州深圳放松汽车限购,http://pdf.dfcfw.com/pdf/H3_AP201906031333477079_1.pdf
电子信息,计算机行业深度报告：金融与科技加速融合‚应用场景更加丰富,http://pdf.dfcfw.com/pdf/H3_AP201906031333475332_1.pdf
文化传媒,职业教育行业深度报告：论职业教育：政策加持正当时‚市场规模大&龙头稀缺,http://pdf.dfcfw.com/pdf/H3_AP201906031333477077_1.pdf
化工行业,化工行业卓越推,http://pdf.dfcfw.com/pdf/H3_AP201906031333477630_1.pdf
汽车行业,汽车周报：广深放宽汽车配额‚政策托底强化市场信心,http://pdf.dfcfw.com/pdf/H3_AP201906031333477374_1.pdf
工程建设,建筑行业动态分析：城镇化建设再获推进‚4月PPP落地率持续提升,http://pdf.dfcfw.com/pdf/H3_AP201906031333477377_1.pdf
汽车行业,新能源行业周报：ModelL3国产版开启预订‚新能源汽车产品竞争力的较量拉开序幕,http://pdf.dfcfw.com/pdf/H3_AP201906031333486048_1.pdf
食品饮料,食品饮料周报2019第22期：茅台股东会积极表态‚长期确定性仍强,http://pdf.dfcfw.com/pdf/H3_AP201906031333487643_1.pdf
医药制造,医药生物行业动态：替雷利珠单抗新适应症的上市申请已获受理,http://pdf.dfcfw.com/pdf/H3_AP201906031333487648_1.pdf
电子信息,计算机行业周报：贸易战争端持续‚科技创新支持政策陆续出台,http://pdf.dfcfw.com/pdf/H3_AP201906031333487644_1.pdf
有色金属,有色金属周报：贸易冲突加剧 避险情绪助推金价上行,http://pdf.dfcfw.com/pdf/H3_AP201906031333487645_1.pdf
文化传媒,教育行业动态：好未来推出教育综合体‚东方教育通过上市聆讯,http://pdf.dfcfw.com/pdf/H3_AP201906031333487650_1.pdf
航天航空,国防军工：国产雷达应用于大兴机场‚自主可控迈出坚实步伐,http://pdf.dfcfw.com/pdf/H3_AP201906031333487649_1.pdf
医药制造,医药生物行业研究简报：《真实世界证据支持研发》意见稿发布,http://pdf.dfcfw.com/pdf/H3_AP201906031333487647_1.pdf
电子元件,电子行业周报：紧抓自主可控主线 关注科创硬核标的,http://pdf.dfcfw.com/pdf/H3_AP201906031333487646_1.pdf
家电行业,家用电器行业定期策略：行业机会犹在‚推荐白电、小家电及厨电,http://pdf.dfcfw.com/pdf/H3_AP201906031333496180_1.pdf
有色金属,有色金属行业点评：新能源公交车补贴政策发布,http://pdf.dfcfw.com/pdf/H3_AP201906031333496178_1.pdf
文化传媒,传媒行业定期策略：盈利仍待筑底‚板块分化中寻找确定性机会,http://pdf.dfcfw.com/pdf/H3_AP201906031333496179_1.pdf
文教休闲,休闲服务行业周报：中免北京市内免税店开业‚服务业PMI稳中有升,http://pdf.dfcfw.com/pdf/H3_AP201906031333496182_1.pdf
机械行业,机械设备行业周报：光伏补贴政策落地‚持续看好光伏设备和消费属性设备,http://pdf.dfcfw.com/pdf/H3_AP201906031333496183_1.pdf
房地产,2019年5月房企销售数据点评：整体同比增速明显回落‚部分房企表现突出,http://pdf.dfcfw.com/pdf/H3_AP201906031333498609_1.pdf
输配电气,电气设备行业双周报2019年第11期（总第146期）：风电光伏政策符合预期,http://pdf.dfcfw.com/pdf/H3_AP201906031333498611_1.pdf
机械行业,机械设备行业双周报2019年第11期（总第132期）：油服设备配置机会再现‚持续关注半导体设备,http://pdf.dfcfw.com/pdf/H3_AP201906031333498610_1.pdf
通讯行业,TMT行业双周报2019年第11期（总第70期）：华为智能手机市占率跃居全球第二‚中国移动完成全球首个5G国际漫游演示,http://pdf.dfcfw.com/pdf/H3_AP201906031333498612_1.pdf
食品饮料,食品饮料行业定期策略：行业增速保持稳健‚龙头配置价值凸显,http://pdf.dfcfw.com/pdf/H3_AP201906031333498613_1.pdf
汽车行业,新能源汽车行业周报：特斯拉Model 3开放国产预订,http://pdf.dfcfw.com/pdf/H3_AP201906031333498614_1.pdf
电子信息,计算机行业： 润和软件、启明星辰,http://pdf.dfcfw.com/pdf/H3_AP201906031333498615_1.pdf
电子信息,电子行业周报：逆势增长‚华为智能机销量稳居全球第二,http://pdf.dfcfw.com/pdf/H3_AP201906031333498617_1.pdf
汽车行业,卓越推：汽车行业,http://pdf.dfcfw.com/pdf/H3_AP201906031333498619_1.pdf
电子信息,计算机行业2019年第22期周报：大数据产业迎来新机遇‚国产化推进势在必行,http://pdf.dfcfw.com/pdf/H3_AP201906031333498618_1.pdf
汽车行业,"汽车行业深度研究：2019上海车展总结-""电动化""与""网联化""双轮驱动‚汽车行业迎来新时代",http://pdf.dfcfw.com/pdf/H3_AP201906031333498622_1.pdf
商业百货,商业贸易：618首日电商销售靓丽‚从美国超市行业发展历程复盘沃尔玛,http://pdf.dfcfw.com/pdf/H3_AP201906031333498621_1.pdf
航天航空,国防军工行业动态：国产雷达应用大兴机场‚关注自主可控投资机会,http://pdf.dfcfw.com/pdf/H3_AP201906031333498623_1.pdf
交运物流,交通运输行业动态：加盟制快递高增速延续‚短期因素压制机场客流增长,http://pdf.dfcfw.com/pdf/H3_AP201906031333498624_1.pdf
汽车行业,新能源汽车产业链行业周报（5月第5周）：绿色出行行动计划发布‚充电设施建设再升级,http://pdf.dfcfw.com/pdf/H3_AP201906031333498626_1.pdf
石油行业,石油化工行业专题研究：成品油专题：柴油消费真的很差吗？,http://pdf.dfcfw.com/pdf/H3_AP201906031333506354_1.pdf
纺织服装,纺织服装行业研究周报：继续推荐业绩稳定增长、低估值龙头及业绩反转标的,http://pdf.dfcfw.com/pdf/H3_AP201906031333506355_1.pdf
通讯行业,TMT一周谈之电子：从海康看视频监控行业产业链构成,http://pdf.dfcfw.com/pdf/H3_AP201906031333508437_1.pdf
电子信息,计算机行业周报：鸿蒙背后的野心,http://pdf.dfcfw.com/pdf/H3_AP201906031333508440_1.pdf
有色金属,小金属周报：高层关注‚稀土热度不减,http://pdf.dfcfw.com/pdf/H3_AP201906031333510032_1.pdf
通讯行业,通信行业TMT一周谈之通信：重申买入中兴通讯的核心逻辑,http://pdf.dfcfw.com/pdf/H3_AP201906031333508435_1.pdf
文化传媒,教育月观点06期： BAT等巨头持续布局教育方向,http://pdf.dfcfw.com/pdf/H3_AP201906031333510033_1.pdf
造纸印刷,轻工制造行业周报：文化纸价格5月迎来上涨‚包装纸市场整体疲弱,http://pdf.dfcfw.com/pdf/H3_AP201906031333518492_1.pdf
电子信息,计算机行业周报：继续关注自主可控板块,http://pdf.dfcfw.com/pdf/H3_AP201906031333518493_1.pdf
文化传媒,文化传媒行业月报：6月电影市场增长可期‚继续关注低估值游戏公司龙头,http://pdf.dfcfw.com/pdf/H3_AP201906031333518494_1.pdf
电子信息,科创板计算机行业受理企业全景分析,http://pdf.dfcfw.com/pdf/H3_AP201906031333518495_1.pdf
食品饮料,食品饮料行业动态报告：业绩有望逐季改善‚强烈推荐短保龙头桃李面包,http://pdf.dfcfw.com/pdf/H3_AP201906031333518496_1.pdf
银行,银行行业周报：关注短期流动性波动,http://pdf.dfcfw.com/pdf/H3_AP201906031333518498_1.pdf
食品饮料,"食品饮料行业深度报告：""酱""心之选——海天、中炬、千禾对比报告",http://pdf.dfcfw.com/pdf/H3_AP201906031333518497_1.pdf
电子信息,计算机行业周观点报告：板块相对企稳‚关注事件催化,http://pdf.dfcfw.com/pdf/H3_AP201906031333518500_1.pdf
电子信息,电子行业周观点：短期保持谨慎‚关注5G进程,http://pdf.dfcfw.com/pdf/H3_AP201906031333518504_1.pdf
化工行业,化工行业周观点：VE、氢氟酸价格领涨‚MDI、PTA价格回落,http://pdf.dfcfw.com/pdf/H3_AP201906031333518505_1.pdf
